Width,Page,Left,Top,Height,Text,Font,Size,Font Count
364,39,143,119,13,"which the Subcontractor proposes to be equivalent in nature to the specified Plant 
",ArialMT,13.26,1
72,39,143,108,13,"and/or Material. 
",ArialMT,13.26,1
372,39,143,90,13,"The Subcontractor shall not be entitled to any extension of the Time for Completion, 
",ArialMT,13.26,1
347,39,143,79,13,"any modification to the programme under Clause 9.3 (Programme) and/or any 
",ArialMT,13.26,1
235,39,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,39,513,32,11,"33 
",ArialMT,11.98,1
43,40,107,756,13,"Samples 
",Arial-BoldMT,13.88,1
15,40,107,739,13,"(a) 
",ArialMT,13.26,1
15,40,107,623,13,"(b) 
",ArialMT,13.26,1
14,40,107,605,13,"(c) 
",ArialMT,13.26,1
15,40,107,565,13,"(d) 
",ArialMT,13.26,1
15,40,107,513,13,"(e) 
",ArialMT,13.26,1
12,40,107,449,13,"(f) 
",ArialMT,13.26,1
15,40,107,386,13,"(g) 
",ArialMT,13.26,1
15,40,108,345,13,"(h) 
",ArialMT,13.26,1
367,40,144,785,13,"adjustment to the Subcontract Price and/or any additional Costs resulting from any 
",ArialMT,13.26,1
351,40,143,774,13,"failure of the Sub-subcontractors to fulfil its obligations under the Subcontracts. 
",ArialMT,13.26,1
353,40,144,739,13,"The Subcontractor shall submit the following samples of Materials, and relevant 
",ArialMT,13.26,1
342,40,144,727,13,"information, to the Contractor’s Representative for approval prior to using the 
",ArialMT,13.26,1
130,40,144,716,13,"Materials in or for the Works: 
",ArialMT,13.26,1
11,40,144,698,13,"(i) 
",ArialMT,13.26,1
333,40,180,698,13,"manufacturer’s standard samples of Materials and samples specified in the 
",ArialMT,13.26,1
280,40,180,687,13,"Contractor’s Requirements or the Design Documents, all at the 
",ArialMT,13.26,1
96,40,180,675,13,"Subcontractor’s cost; 
",ArialMT,13.26,1
273,40,179,658,13,"the items listed in Annexure 11 (Samples Requirements); and 
",ArialMT,13.26,1
282,40,179,640,13,"additional samples instructed as a Variation under Clause 13.2. 
",ArialMT,13.26,1
13,40,144,658,13,"(ii) 
",ArialMT,13.26,1
16,40,143,640,13,"(iii) 
",ArialMT,13.26,1
327,40,143,623,13,"Each sample shall be labelled as to origin and intended use in the Works. 
",ArialMT,13.26,1
368,40,143,605,13,"The Subcontractor shall submit all samples of Materials and relevant information to 
",ArialMT,13.26,1
359,40,143,594,13,"the Contractor’s Representative in accordance with Submittal procedure and any 
",ArialMT,13.26,1
105,40,143,582,13,"Samples Programme.   
",ArialMT,13.26,1
375,40,143,565,13,"At least seventeen (17) days in advance of the commencement of its submissions of 
",ArialMT,13.26,1
370,40,143,553,13,"samples of Materials and relevant information, the Subcontractor shall produce and 
",ArialMT,13.26,1
359,40,143,542,13,"provide to the Contractor and Contractor’s Representative a copy of its proposed 
",ArialMT,13.26,1
150,40,143,530,13,"Samples Programme for review.   
",ArialMT,13.26,1
338,40,143,513,13,"The periods for review included in the Samples Programme shall be fair and 
",ArialMT,13.26,1
357,40,143,501,13,"reasonable periods (not being less than the period referred to in the Subcontract 
",ArialMT,13.26,1
363,40,143,490,13,"Particulars) based upon and taking account of the batching, timing, sequence and 
",ArialMT,13.26,1
374,40,143,478,13,"volume of samples which the Subcontractor will be expecting the Contractor and the 
",ArialMT,13.26,1
250,40,143,467,13,"Contractor’s Representative to review at any given time. 
",ArialMT,13.26,1
335,40,144,449,13,"By submitting samples and relevant Material information, the Subcontractor 
",ArialMT,13.26,1
379,40,144,438,13,"represents that it has determined and verified Materials, field measurements and field 
",ArialMT,13.26,1
370,40,144,426,13,"construction criteria related thereto, or will do so, and has checked and coordinated 
",ArialMT,13.26,1
371,40,144,415,13,"the information contained within such submittals with the requirements of the Works 
",ArialMT,13.26,1
111,40,144,403,13,"and of the Subcontract.   
",ArialMT,13.26,1
333,40,144,386,13,"The Subcontractor shall not be relieved of responsibility for deviations from 
",ArialMT,13.26,1
370,40,144,374,13,"requirements of the Subcontract by the Contractor’s Representative’s review of any 
",ArialMT,13.26,1
191,40,144,362,13,"samples and relevant Material information. 
",ArialMT,13.26,1
377,40,144,345,13,"In the event that no response is received from the Contractor’s Representative within 
",ArialMT,13.26,1
377,40,144,334,13,"the review period specified in the Samples Programme, the Subcontractor shall send 
",ArialMT,13.26,1
315,40,144,322,13,"a notice to the Contractor’s Representative requesting the Contractor’s 
",ArialMT,13.26,1
373,40,144,311,13,"Representative to review the relevant samples within eleven (11) days of the date of 
",ArialMT,13.26,1
330,40,144,299,13,"the notice.  In the event that no response is received from the Contractor’s 
",ArialMT,13.26,1
368,40,144,287,13,"Representative within such eleven (11) day period, the Subcontractor may proceed 
",ArialMT,13.26,1
349,40,144,276,13,"with construction of each part of the Works based on the relevant samples, but 
",ArialMT,13.26,1
357,40,144,265,13,"Contractor’s or Contractor’s Representative’s lack of comments shall in no event 
",ArialMT,13.26,1
369,40,144,253,13,"relieve the Subcontractor of its responsibility to comply with the requirements of the 
",ArialMT,13.26,1
64,40,144,241,13,"Subcontract.   
",ArialMT,13.26,1
16,40,71,756,13,"8.2 
",Arial-BoldMT,13.88,1
16,40,71,224,13,"8.3 
",Arial-BoldMT,13.88,1
52,40,108,224,13,"Inspection 
",Arial-BoldMT,13.88,1
15,40,108,206,13,"(a) 
",ArialMT,13.26,1
380,40,144,206,13,"The Contractor’s Personnel and / or the Employer’s Personnel and any other persons 
",ArialMT,13.26,1
257,40,144,195,13,"authorised by the Contractor shall at all reasonable times: 
",ArialMT,13.26,1
11,40,144,178,13,"(i) 
",ArialMT,13.26,1
329,40,180,178,13,"have full access to all parts of the Site and to all places from which natural 
",ArialMT,13.26,1
151,40,180,166,13,"Materials are being obtained; and 
",ArialMT,13.26,1
342,40,180,148,13,"during production, manufacture and construction (at the Site and elsewhere), 
",ArialMT,13.26,1
300,40,180,137,13,"be entitled to examine, inspect, measure and test the materials and 
",ArialMT,13.26,1
307,40,180,125,13,"workmanship, and to check the progress of manufacture of Plant and 
",ArialMT,13.26,1
184,40,180,114,13,"production and manufacture of Materials. 
",ArialMT,13.26,1
13,40,144,148,13,"(ii) 
",ArialMT,13.26,1
15,40,108,97,13,"(b) 
",ArialMT,13.26,1
353,40,144,97,13,"The Subcontractor shall give the Contractor’s Personnel and any other persons 
",ArialMT,13.26,1
362,40,144,85,13,"authorised by the Contractor full opportunity to carry out these activities, including 
",ArialMT,13.26,1
235,40,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,40,513,32,11,"34 
",ArialMT,11.98,1
16,41,71,583,13,"8.4 
",Arial-BoldMT,13.88,1
16,41,71,243,13,"8.5 
",Arial-BoldMT,13.88,1
14,41,108,756,13,"(c) 
",ArialMT,13.26,1
15,41,108,647,13,"(d) 
",ArialMT,13.26,1
374,41,144,785,13,"providing access, facilities, permissions and safety equipment. No such activity shall 
",ArialMT,13.26,1
377,41,144,774,13,"relieve the Subcontractor from any obligation or responsibility under the Subcontract. 
",ArialMT,13.26,1
353,41,144,756,13,"The Subcontractor shall give advance notice to the Contractor’s Representative 
",ArialMT,13.26,1
378,41,144,745,13,"whenever any work is ready and before it is covered up, put out of sight, or packaged 
",ArialMT,13.26,1
356,41,144,733,13,"for storage or transport. The Contractor’s Representative and any other persons 
",ArialMT,13.26,1
370,41,144,722,13,"authorised by the Contractor shall then either carry out the examination, inspection, 
",ArialMT,13.26,1
365,41,144,710,13,"measurement or testing without unreasonable delay, or promptly give notice to the 
",ArialMT,13.26,1
371,41,144,699,13,"Subcontractor that the Contractor’s Representative does not require to do so.  If the 
",ArialMT,13.26,1
381,41,144,687,13,"Subcontractor fails to give the notice, the Subcontractor shall, if and when required by 
",ArialMT,13.26,1
377,41,144,676,13,"the Contractor’s Representative, uncover the work and thereafter reinstate and make 
",ArialMT,13.26,1
170,41,144,664,13,"good, all at the Subcontractor’s cost.   
",ArialMT,13.26,1
374,41,144,647,13,"In addition, if the Contractor’s Representative believes that the work is defective, the 
",ArialMT,13.26,1
344,41,144,635,13,"Subcontractor shall, if and when required by the Contractor’s Representative, 
",ArialMT,13.26,1
372,41,144,624,13,"uncover the work and thereafter reinstate and make good, all at the Subcontractor’s 
",ArialMT,13.26,1
349,41,144,612,13,"cost, except that such costs to uncover and reinstate shall be at the cost of the 
",ArialMT,13.26,1
212,41,144,601,13,"Contractor if there were no defect in the Works. 
",ArialMT,13.26,1
37,41,108,583,13,"Testing 
",Arial-BoldMT,13.88,1
15,41,108,566,13,"(a) 
",ArialMT,13.26,1
376,41,144,566,13,"This Clause 8.4 (Testing) shall apply to all tests specified in the Subcontract. All tests 
",ArialMT,13.26,1
355,41,144,554,13,"shall be performed at laboratories approved by the Contractor’s Representative. 
",ArialMT,13.26,1
336,41,144,543,13,"Where tests are to be performed on Site, the Subcontractor shall provide all 
",ArialMT,13.26,1
329,41,144,531,13,"apparatus, assistance, documents and other information, electricity, water, 
",ArialMT,13.26,1
370,41,144,520,13,"equipment, fuel, consumables, instruments, labour, materials, and suitably qualified 
",ArialMT,13.26,1
381,41,144,508,13,"and experienced staff, as are necessary to carry out the specified tests efficiently. The 
",ArialMT,13.26,1
373,41,144,497,13,"Subcontractor shall agree, with the Contractor’s Representative, the time, place and 
",ArialMT,13.26,1
374,41,144,485,13,"all other details for the specified testing of any Plant, Materials and other parts of the 
",ArialMT,13.26,1
33,41,144,473,13,"Works. 
",ArialMT,13.26,1
373,41,144,456,13,"The Subcontractor shall give the Contractor’s Representative written confirmation of 
",ArialMT,13.26,1
360,41,143,445,13,"the time and place for the each test at least ten (10) days in advance of each test 
",ArialMT,13.26,1
344,41,143,433,13,"performed on Site and at least twenty-three (23) days in advance of each test 
",ArialMT,13.26,1
90,41,143,422,13,"performed off-Site.   
",ArialMT,13.26,1
370,41,143,404,13,"If the Contractor or the Contractor’s Representative does not attend at the time and 
",ArialMT,13.26,1
346,41,143,392,13,"place agreed, the Subcontractor may proceed with the tests, unless otherwise 
",ArialMT,13.26,1
366,41,143,381,13,"instructed by the Contractor or the Contractor’s Representative, and the tests shall 
",ArialMT,13.26,1
340,41,143,370,13,"then be deemed to have been made in the Contractor’s and the Contractor’s 
",ArialMT,13.26,1
123,41,143,358,13,"Representative’s presence. 
",ArialMT,13.26,1
361,41,143,340,13,"The Subcontractor shall promptly forward to the Contractor’s Representative duly 
",ArialMT,13.26,1
341,41,143,329,13,"certified reports of the tests. When the specified tests have been passed, the 
",ArialMT,13.26,1
356,41,143,317,13,"Contractor’s Representative shall endorse the Subcontractor’s test certificate, or 
",ArialMT,13.26,1
320,41,143,306,13,"issue a certificate to the Subcontractor, to that effect.  If the Contractor’s 
",ArialMT,13.26,1
368,41,143,295,13,"Representative has not attended the tests, the Contractor shall be deemed to have 
",ArialMT,13.26,1
367,41,143,283,13,"accepted the readings as accurate. Any such endorsement or deemed acceptance 
",ArialMT,13.26,1
377,41,143,271,13,"does not in any way limit the Subcontractor’s obligations under this Subcontract or at 
",ArialMT,13.26,1
23,41,143,260,13,"Law. 
",ArialMT,13.26,1
352,41,144,225,13,"If, as a result of an examination, inspection, measurement or testing, any Plant, 
",ArialMT,13.26,1
381,41,144,214,13,"Materials or workmanship is found to be defective or otherwise not in accordance with 
",ArialMT,13.26,1
368,41,144,202,13,"the Subcontract, the Contractor’s Representative may reject the Plant, Materials or 
",ArialMT,13.26,1
375,41,144,190,13,"workmanship by giving notice to the Subcontractor, with reasons. The Subcontractor 
",ArialMT,13.26,1
376,41,144,179,13,"shall then promptly make good the defect and ensure that the rejected item complies 
",ArialMT,13.26,1
96,41,144,167,13,"with the Subcontract. 
",ArialMT,13.26,1
379,41,144,150,13,"If the Contractor’s Representative requires any Plant, Materials or workmanship to be 
",ArialMT,13.26,1
356,41,144,138,13,"retested, the tests shall be repeated under the same terms and conditions. If the 
",ArialMT,13.26,1
376,41,144,127,13,"rejection and retesting cause the Contractor and / or the Employer to incur additional 
",ArialMT,13.26,1
377,41,143,115,13,"costs, the Subcontractor shall pay these costs to the Contractor (directly, by offset, or 
",ArialMT,13.26,1
346,41,143,104,13,"by collection on the Performance Security, at the Contractor’s sole discretion). 
",ArialMT,13.26,1
372,41,143,87,13,"The Subcontractor shall not be entitled to any extension of the Time for Completion, 
",ArialMT,13.26,1
349,41,143,75,13,"any modification to the programme under Clause 9.3 (Programme), and/or any 
",ArialMT,13.26,1
15,41,108,456,13,"(b) 
",ArialMT,13.26,1
14,41,107,404,13,"(c) 
",ArialMT,13.26,1
15,41,107,340,13,"(d) 
",ArialMT,13.26,1
15,41,107,150,13,"(b) 
",ArialMT,13.26,1
14,41,107,87,13,"(c) 
",ArialMT,13.26,1
47,41,107,243,13,"Rejection 
",Arial-BoldMT,13.88,1
15,41,107,225,13,"(a) 
",ArialMT,13.26,1
235,41,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,41,513,32,11,"35 
",ArialMT,11.98,1
16,42,71,745,13,"8.6 
",Arial-BoldMT,13.88,1
16,42,71,444,13,"8.7 
",Arial-BoldMT,13.88,1
16,42,71,317,13,"8.8 
",Arial-BoldMT,13.88,1
16,42,71,299,13,"8.9 
",Arial-BoldMT,13.88,1
378,42,144,785,13,"adjustment to the Subcontract Price or any additional Costs arising from or in relation 
",ArialMT,13.26,1
371,42,144,774,13,"to any defective workmanship, Plant or Materials, any rejection and/or any retesting 
",ArialMT,13.26,1
199,42,144,762,13,"contemplated by this Clause 8.5 (Rejection). 
",ArialMT,13.26,1
74,42,108,745,13,"Remedial Work 
",Arial-BoldMT,13.88,1
15,42,108,727,13,"(a) 
",ArialMT,13.26,1
13,42,144,669,13,"(ii) 
",ArialMT,13.26,1
16,42,143,640,13,"(iii) 
",ArialMT,13.26,1
363,42,144,727,13,"Notwithstanding any previous test or certification, the Contractor’s Representative 
",ArialMT,13.26,1
152,42,144,716,13,"may instruct the Subcontractor to: 
",ArialMT,13.26,1
11,42,143,698,13,"(i) 
",ArialMT,13.26,1
315,42,180,698,13,"remove from the Site and replace any Plant or Materials which is not in 
",ArialMT,13.26,1
150,42,180,687,13,"accordance with the Subcontract; 
",ArialMT,13.26,1
331,42,180,669,13,"remove and re-execute any other work which is not in accordance with the 
",ArialMT,13.26,1
78,42,180,658,13,"Subcontract; and 
",ArialMT,13.26,1
318,42,179,640,13,"execute any work which is urgently required for the safety of the Works, 
",ArialMT,13.26,1
300,42,179,629,13,"whether because of an accident, unforeseeable event or otherwise. 
",ArialMT,13.26,1
15,42,107,611,13,"(b) 
",ArialMT,13.26,1
14,42,107,571,13,"(c) 
",ArialMT,13.26,1
15,42,107,496,13,"(d) 
",ArialMT,13.26,1
370,42,143,611,13,"The Subcontractor shall comply with the instruction within a reasonable time, which 
",ArialMT,13.26,1
353,42,143,600,13,"shall be the time (if any) specified in the instruction, or immediately if urgency is 
",ArialMT,13.26,1
179,42,143,588,13,"specified under 8.6(c) (Remedial Work). 
",ArialMT,13.26,1
347,42,143,571,13,"If the Subcontractor fails to comply with the instruction, the Contractor shall be 
",ArialMT,13.26,1
370,42,143,559,13,"entitled to employ and pay other persons to carry out the work. Except to the extent 
",ArialMT,13.26,1
341,42,143,548,13,"that the Subcontractor would have been entitled to payment for the work, the 
",ArialMT,13.26,1
379,42,143,536,13,"Subcontractor shall pay to the Contractor all costs arising from this failure (directly, by 
",ArialMT,13.26,1
336,42,143,525,13,"offset, or by collection on the Performance Security, at the Contractor’s sole 
",ArialMT,13.26,1
51,42,143,513,13,"discretion). 
",ArialMT,13.26,1
372,42,143,496,13,"The Subcontractor shall not be entitled to any extension of the Time for Completion, 
",ArialMT,13.26,1
349,42,143,484,13,"any modification to the programme under Clause 9.3 (Programme), and/or any 
",ArialMT,13.26,1
378,42,143,473,13,"adjustment to the Subcontract Price or any additional Costs arising from or in relation 
",ArialMT,13.26,1
348,42,143,461,13,"to complying with any such instruction under this Clause 8.6 (Remedial Work). 
",ArialMT,13.26,1
160,42,107,444,13,"Ownership of Plant and Materials 
",Arial-BoldMT,13.88,1
401,42,107,426,13,"Each item of Plant and Materials shall, to the extent consistent with the Laws of the United 
",ArialMT,13.26,1
400,42,107,415,13,"Arab Emirates, become the property of the Contractor, free from encumbrances, when the 
",ArialMT,13.26,1
415,42,107,403,13,"Subcontractor has received payment of the value of the Plant and Materials under Clause 9.9 
",ArialMT,13.26,1
370,42,107,392,13,"(Payment for Plant and Materials in Event of Suspension), provided always that the 
",ArialMT,13.26,1
385,42,107,380,13,"Subcontractor remains responsible for the care, custody, protection and the risk of loss 
",ArialMT,13.26,1
403,42,107,368,13,"(including insurance) of such Plant and Materials until they are incorporated into the Works 
",ArialMT,13.26,1
413,42,107,357,13,"and a Taking-Over Certificate is issued in respect of the Works (or any part) that include such 
",ArialMT,13.26,1
385,42,107,346,13,"Plant and/or Materials or until such time as they become the property of the Contractor 
",ArialMT,13.26,1
363,42,107,334,13,"pursuant to this Clause 8.7 (Ownership of Plant and Materials), whichever is later. 
",ArialMT,13.26,1
47,42,107,317,13,"Royalties 
",Arial-BoldMT,13.88,1
393,42,107,299,13,"Unless otherwise agreed, the Subcontractor shall pay all royalties, rents and other 
",Arial-BoldMT,13.88,1
68,42,107,288,13,"payments for: 
",Arial-BoldMT,13.88,1
15,42,107,270,13,"(a) 
",ArialMT,13.26,1
15,42,107,253,13,"(b) 
",ArialMT,13.26,1
214,42,143,270,13,"natural Materials obtained from outside the Site; 
",ArialMT,13.26,1
347,42,143,253,13,"the disposal of material from demolitions and excavations and of other surplus 
",ArialMT,13.26,1
358,42,143,241,13,"material (whether natural or man-made), except to the extent that disposal areas 
",ArialMT,13.26,1
230,42,143,230,13,"within the Site are specified in the Subcontract; and 
",ArialMT,13.26,1
374,42,143,212,13,"all other royalties, rents and other payments which may be payable to third parties in 
",ArialMT,13.26,1
97,42,143,200,13,"respect of the Works. 
",ArialMT,13.26,1
14,42,107,212,13,"(c) 
",ArialMT,13.26,1
11,42,72,184,14,"9. 
",Arial-BoldMT,14.72,1
16,42,72,165,13,"9.1 
",Arial-BoldMT,13.88,1
198,42,108,183,13,"Commencement, Delays and Suspension 
",Arial-BoldMT,13.88,1
120,42,108,165,13,"Commencement of Work 
",Arial-BoldMT,13.88,1
436,42,90,142,13,"a)  Notwithstanding  any  other  provision  of  the  Subcontract,  the  Contractor  may,  in  its  absolute 
",ArialMT,13.26,1
418,42,108,130,13,"discretion,  issue to the Subcontractor  a Notice to Commence, giving  the Subcontractor not 
",ArialMT,13.26,1
274,42,108,119,13,"less than seven (7) Days’ notice of the Commencement Date. 
",ArialMT,13.26,1
436,42,90,95,13,"b)  Notwithstanding any other provision of the Subcontract, the Contractor is not bound to issue a 
",ArialMT,13.26,1
98,42,108,84,13,"Notice to Commence. 
",ArialMT,13.26,1
235,42,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,42,513,32,11,"36 
",ArialMT,11.98,1
16,43,72,733,13,"9.2 
",Arial-BoldMT,13.88,1
16,43,71,617,13,"9.3 
",Arial-BoldMT,13.88,1
436,43,90,785,13,"c)  Upon  the  Commencement  Date,  the  Subcontractor  shall  commence  the  Works,  and 
",ArialMT,13.26,1
418,43,107,774,13,"thereafter,  the  Subcontractor shall proceed  with the  Works with  due expedition and  without 
",ArialMT,13.26,1
28,43,107,762,13,"delay. 
",ArialMT,13.26,1
99,43,108,733,13,"Time for Completion 
",Arial-BoldMT,13.88,1
384,43,108,716,13,"The Subcontractor shall execute and complete the whole of the Works (or a Separable 
",ArialMT,13.26,1
401,43,107,704,13,"Portion as the case may be), within the Time for Completion for the whole of the Works (or 
",ArialMT,13.26,1
226,43,107,693,13,"Separable Portion, as the case may be), including: 
",ArialMT,13.26,1
15,43,107,675,13,"(a) 
",ArialMT,13.26,1
15,43,107,658,13,"(b) 
",ArialMT,13.26,1
241,43,144,675,13,"achieving the passing of the Tests on Completion; and 
",ArialMT,13.26,1
381,43,144,658,13,"completing all work which is stated in the Subcontract as being required for the Works 
",ArialMT,13.26,1
362,43,144,646,13,"or Separable Portion to be considered to be completed for the purposes of Taking 
",ArialMT,13.26,1
339,43,144,635,13,"Over under Clause 11.1 (Taking Over of the Works and Separable Portions). 
",ArialMT,13.26,1
58,43,107,617,13,"Programme 
",Arial-BoldMT,13.88,1
15,43,107,600,13,"(a) 
",ArialMT,13.26,1
15,43,107,525,13,"(b) 
",ArialMT,13.26,1
332,43,144,600,13,"On the Signature Date, or such other time agreed between the Parties, the 
",ArialMT,13.26,1
374,43,144,588,13,"Subcontractor shall submit a detailed programme to the Contractor’s Representative 
",ArialMT,13.26,1
321,43,144,577,13,"showing how the Subcontractor will design (to the extent required by the 
",ArialMT,13.26,1
367,43,144,565,13,"Subcontract), execute and complete the Works within the Time for Completion.  An 
",ArialMT,13.26,1
348,43,143,554,13,"indicative programme of the Works is attached hereto as Annexure 5 (Working 
",ArialMT,13.26,1
61,43,143,542,13,"Programme). 
",ArialMT,13.26,1
350,43,143,525,13,"The programme shall be a critical path method schedule that complies with the 
",ArialMT,13.26,1
351,43,143,513,13,"requirements of this Clause 9.3 (Programme).  Each programme shall include:  
",ArialMT,13.26,1
11,43,143,496,13,"(i) 
",ArialMT,13.26,1
306,43,179,496,13,"the order in which the Subcontractor intends to execute the Works or 
",ArialMT,13.26,1
336,43,179,484,13,"Separable Portion (as the case may be) highlighting all critical activities and 
",ArialMT,13.26,1
287,43,179,473,13,"the actual and forecasted start and finish dates for each stage of 
",ArialMT,13.26,1
323,43,179,461,13,"procurement, manufacture of Plant and/or Materials, inspection, Permits, 
",ArialMT,13.26,1
295,43,179,449,13,"delivery to Site, construction, erection, testing and commissioning; 
",ArialMT,13.26,1
337,43,179,432,13,"all periods for reviews, comments and submissions required pursuant to the 
",ArialMT,13.26,1
58,43,179,421,13,"Subcontract; 
",ArialMT,13.26,1
328,43,179,403,13,"the sequence and timing of inspections and Test on Completion and Tests 
",ArialMT,13.26,1
311,43,179,392,13,"after Completion and any other tests specified in the Subcontract; and 
",ArialMT,13.26,1
157,43,179,374,13,"a supporting report which includes: 
",ArialMT,13.26,1
16,43,179,356,13,"(A) 
",ArialMT,13.26,1
13,43,143,432,13,"(ii) 
",ArialMT,13.26,1
16,43,143,403,13,"(iii) 
",ArialMT,13.26,1
16,43,143,374,13,"(iv) 
",ArialMT,13.26,1
276,43,215,356,13,"a detailed description of the methods which the Subcontractor 
",ArialMT,13.26,1
307,43,215,345,13,"intends to adopt, and of the major stages, in the design (to the extent 
",ArialMT,13.26,1
309,43,215,334,13,"required by the Subcontract), execution and completion of the Works; 
",ArialMT,13.26,1
280,43,215,316,13,"details showing the Subcontractor’s reasonable estimate of the 
",ArialMT,13.26,1
300,43,215,305,13,"number of each class of the Subcontractor’s Personnel and of each 
",ArialMT,13.26,1
284,43,215,293,13,"type of Subcontractor’s Equipment required on the Site for each 
",ArialMT,13.26,1
295,43,215,281,13,"major stage. This information shall be presented in the form of two 
",ArialMT,13.26,1
304,43,215,270,13,"(2) resource histograms (personnel and equipment) and shall clearly 
",ArialMT,13.26,1
279,43,215,259,13,"identify ‘fixed cost’ and ‘time related’ cost items, their individual 
",ArialMT,13.26,1
293,43,215,247,13,"monthly rates multiplied (x) by the month(s) required on the site to 
",ArialMT,13.26,1
295,43,215,235,13,"provide (=) item by item and total preliminary costs for the project;  
",ArialMT,13.26,1
276,43,215,218,13,"detailed cash flow forecast (monthly and cumulative amounts) 
",ArialMT,13.26,1
293,43,215,206,13,"identifying advance payments (if any), retention statements, gross 
",ArialMT,13.26,1
140,43,215,195,13,"and net payment amounts; and 
",ArialMT,13.26,1
294,43,215,178,13,"any other information or requirements specified in the Subcontract 
",ArialMT,13.26,1
52,43,215,166,13,"Particulars. 
",ArialMT,13.26,1
16,43,179,316,13,"(B) 
",ArialMT,13.26,1
16,43,179,218,13,"(C) 
",ArialMT,13.26,1
16,43,179,178,13,"(D) 
",ArialMT,13.26,1
14,43,107,148,13,"(c) 
",ArialMT,13.26,1
15,43,107,97,13,"(d) 
",ArialMT,13.26,1
378,43,144,148,13,"Unless the Contractor’s Representative, within twenty-four (24) days after receiving a 
",ArialMT,13.26,1
372,43,144,137,13,"programme, gives notice to the Subcontractor stating the extent to which it does not 
",ArialMT,13.26,1
376,43,144,125,13,"comply with the Subcontract, the Subcontractor shall proceed in accordance with the 
",ArialMT,13.26,1
297,43,144,114,13,"programme, subject to its other obligations under the Subcontract.  
",ArialMT,13.26,1
349,43,144,97,13,"The Contractor’s Personnel shall be entitled to rely upon the programme when 
",ArialMT,13.26,1
106,43,144,85,13,"planning their activities. 
",ArialMT,13.26,1
235,43,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,43,513,32,11,"37 
",ArialMT,11.98,1
16,44,71,340,13,"9.4 
",Arial-BoldMT,13.88,1
15,44,108,785,13,"(e) 
",ArialMT,13.26,1
12,44,107,710,13,"(f) 
",ArialMT,13.26,1
15,44,107,658,13,"(g) 
",ArialMT,13.26,1
15,44,107,618,13,"(h) 
",ArialMT,13.26,1
11,44,107,566,13,"(i) 
",ArialMT,13.26,1
11,44,107,537,13,"(j) 
",ArialMT,13.26,1
14,44,108,508,13,"(k) 
",ArialMT,13.26,1
11,44,108,455,13,"(l) 
",ArialMT,13.26,1
17,44,107,392,13,"(m) 
",ArialMT,13.26,1
376,44,144,785,13,"If, at any time, the Contractor’s Representative gives notice to the Subcontractor that 
",ArialMT,13.26,1
352,44,144,774,13,"a programme fails (to the extent stated) to comply with the Subcontract or to be 
",ArialMT,13.26,1
342,44,143,762,13,"consistent with actual progress and the Subcontractor’s stated intentions, the 
",ArialMT,13.26,1
378,44,143,751,13,"Subcontractor shall proceed to revise and reissue the programme in accordance with 
",ArialMT,13.26,1
362,44,143,739,13,"this Clause 9.3 (Programme), taking into account and incorporating any response 
",ArialMT,13.26,1
215,44,143,728,13,"received from the Contractor’s Representative.   
",ArialMT,13.26,1
335,44,143,710,13,"The maximum interval between receipt of the Contractor’s Representative’s 
",ArialMT,13.26,1
381,44,143,699,13,"comments by the Subcontractor and resubmission of the programme shall be ten (10) 
",ArialMT,13.26,1
355,44,143,687,13,"days following the Contractor’s Representative’s first response and five (5) days 
",ArialMT,13.26,1
266,44,143,676,13,"following any additional response or responses thereafter.    
",ArialMT,13.26,1
381,44,143,658,13,"Any review undertaken for or on behalf of the Contractor of any submitted programme 
",ArialMT,13.26,1
378,44,143,647,13,"shall not relieve the Subcontractor from its obligation to comply with the requirements 
",ArialMT,13.26,1
86,44,143,635,13,"of the Subcontract. 
",ArialMT,13.26,1
365,44,144,618,13,"The Subcontractor shall promptly give notice to the Contractor’s Representative of 
",ArialMT,13.26,1
355,44,144,606,13,"specific probable future events or circumstances which may adversely affect the 
",ArialMT,13.26,1
373,44,144,595,13,"Works, increase the Subcontract Price or delay the design (to the extent required by 
",ArialMT,13.26,1
259,44,144,583,13,"the Subcontract), execution and completion of the Works.  
",ArialMT,13.26,1
381,44,144,566,13,"The Contractor’s Representative may require the Subcontractor to submit an estimate 
",ArialMT,13.26,1
270,44,144,554,13,"of the anticipated effect of the future event or circumstances. 
",ArialMT,13.26,1
354,44,144,537,13,"The Contractor may direct, in writing, in what order and at what time the various 
",ArialMT,13.26,1
307,44,144,525,13,"stages or portions of the Works shall be carried out and sequenced.   
",ArialMT,13.26,1
365,44,143,508,13,"Following a notice from the Contractor directing in what order and at what time the 
",ArialMT,13.26,1
353,44,143,496,13,"various stages or portions of the Works shall be carried out and sequenced, the 
",ArialMT,13.26,1
378,44,143,485,13,"Subcontractor shall proceed to revise and reissue the programme in accordance with 
",ArialMT,13.26,1
