,Width,Page,Left,Top,Height,Text,Font,Size,Font Count,Is_Bullet,Heading,TOC,SScore,TextCount,IsCapital,Preds,Probs
6593,106,43,144,493,9,"planning their activities. 
",ArialMT,9,1,0,0,0,0,3,0,0,0.97
6594,391,43,108,475,9,"(e) 
 If, at any time, the Contractor’s Representative gives notice to the Subcontractor that 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6595,352,43,144,464,9,"a programme fails (to the extent stated) to comply with the Subcontract or to be 
",ArialMT,9,1,0,0,0,0,15,0,0,0.99
6596,342,43,144,452,9,"consistent with actual progress and the Subcontractor’s stated intentions, the 
",ArialMT,9,1,0,0,0,0,10,0,0,0.98
6597,378,43,144,441,9,"Subcontractor shall proceed to revise and reissue the programme in accordance with 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6598,362,43,144,429,9,"this Clause 9.3 (Programme), taking into account and incorporating any response 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6599,215,43,144,418,9,"received from the Contractor’s Representative.   
",ArialMT,9,1,0,0,0,0,5,0,0,0.98
6600,347,43,108,400,9,"(f) 
 The maximum interval between receipt of the Contractor’s Representative’s 
",ArialMT,9,1,2,0,1,0,10,0,0,1
6601,381,43,144,389,9,"comments by the Subcontractor and resubmission of the programme shall be ten (10) 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6602,355,43,144,377,9,"days following the Contractor’s Representative’s first response and five (5) days 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6603,266,43,144,366,9,"following any additional response or responses thereafter.    
",ArialMT,9,1,0,0,0,0,7,0,0,1
6604,396,43,108,348,9,"(g) 
 Any review undertaken for or on behalf of the Contractor of any submitted programme 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6605,378,43,144,337,9,"shall not relieve the Subcontractor from its obligation to comply with the requirements 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6606,86,43,144,325,9,"of the Subcontract. 
",ArialMT,9,1,0,0,0,0,3,0,0,0.99
6607,380,43,108,308,9,"(h) 
 The Subcontractor shall promptly give notice to the Contractor’s Representative of 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6608,355,43,144,296,9,"specific probable future events or circumstances which may adversely affect the 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6609,371,43,144,285,9,"Works, increase the Subcontract Price or delay the execution and completion of the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6610,36,43,144,273,9,"Works.  
",ArialMT,9,1,0,0,0,0,1,0,0,0.97
6611,392,43,108,256,9,"(i) 
 The Contractor’s Representative may require the Subcontractor to submit an estimate 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6612,270,43,144,244,9,"of the anticipated effect of the future event or circumstances. 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6613,365,43,108,227,9,"(j) 
 The Contractor may direct, in writing, in what order and at what time the various 
",ArialMT,9,1,2,0,1,0,16,0,0,0.99
6614,307,43,144,215,9,"stages or portions of the Works shall be carried out and sequenced.   
",ArialMT,9,1,0,0,0,0,12,0,0,1
6615,379,43,108,198,9,"(k) 
 Following a notice from the Contractor directing in what order and at what time the 
",ArialMT,9,1,2,0,1,0,16,0,0,0.99
6616,353,43,144,186,9,"various stages or portions of the Works shall be carried out and sequenced, the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6617,378,43,144,175,9,"Subcontractor shall proceed to revise and reissue the programme in accordance with 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6618,286,43,144,163,9,"this Clause 9.3 (Programme), taking into account such direction. 
",ArialMT,9,1,0,0,0,0,9,0,0,1
6619,385,43,108,146,9,"(l) 
 Only if the Subcontractor suffers critical delay as a result of a direction under Clause 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6620,345,43,144,134,9,"9.3(k) (Programme) in relation to the order and timing of the various stages or 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6621,350,43,144,123,9,"portions of the Works and/or sequencing, shall it be entitled to claim, subject to 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6622,375,43,144,111,9,"Clause 20.1 (Subcontractor’s Claims) an extension of the Time for Completion to the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6623,312,43,144,100,9,"extent permitted under Clause 9.4 (Extension of Time for Completion). 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6624,388,43,108,82,9,"(m) 
 After receiving this notice in accordance with Clause 20.1 (Subcontractor’s Claims), 
",ArialMT,9,1,2,0,1,0,12,0,0,0.99
6625,341,43,144,71,9,"the Contractor’s Representative shall proceed in accordance with Clause 3.9 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6626,338,44,144,782,9,"(Determinations) and this Clause 6.1 (Subcontractors Generally) to agree or 
",ArialMT,9,1,2,0,1,0,10,0,0,1
6627,113,44,143,770,9,"determine these matters. 
",ArialMT,9,1,0,0,0,0,3,0,0,0.86
6629,347,44,107,735,9,"(a) 
 Subject to Clause 20.1 (Subcontractor’s Claims) and Clause 9.4(b) - 9.4(d) 
",ArialMT,9,1,2,0,1,0,12,0,0,0.96
6630,363,44,143,724,9,"(inclusive), the Subcontractor shall only be entitled to an extension of the Time for 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6631,365,44,143,712,9,"Completion, as applicable, if and to the extent that achievement of Taking Over for 
",ArialMT,9,1,0,0,0,0,14,0,0,0.99
6632,372,44,143,701,9,"the purposes of Clause 11.1 (Taking Over of the Works and Separable Portions), as 
",ArialMT,9,1,0,0,0,0,14,0,0,0.99
6633,367,44,143,689,9,"applicable, is or will be critically delayed beyond the Time for Completion by one or 
",ArialMT,9,1,0,0,0,0,15,0,0,1
6634,132,44,143,678,9,"more of the following causes: 
",ArialMT,9,1,0,0,0,0,5,0,0,0.97
6635,348,44,143,660,9,"(i) 
 a Variation (unless an adjustment to the Time for Completion, as applicable, 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6636,265,44,179,649,9,"has been agreed under Clause 13.2 (Variation Procedure)); 
",ArialMT,9,1,0,0,0,0,8,0,0,0.99
6637,306,44,143,631,9,"(ii) 
 a cause of delay giving an entitlement to extension to the Time for 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6638,311,44,179,620,9,"Completion under Clause 3.1 (Right of Access to the Site), Clause 9.3 
",ArialMT,9,1,0,0,0,0,12,0,0,0.98
6639,301,44,179,608,9,"(Program), Clause 9.8 (Consequences of Suspension), Clause 11.3 
",ArialMT,9,1,2,0,1,0,8,0,0,0.95
6640,311,44,179,597,9,"(Interference with Tests on Completion), Clause 16.1 (Subcontractor’s 
",ArialMT,9,1,2,0,1,0,8,0,0,0.89
6641,335,44,179,585,9,"Entitlement to Suspend Work), Clause 17.4 (Consequences of Contractor’s 
",ArialMT,9,1,0,0,0,0,9,0,0,0.95
6642,290,44,179,574,9,"Risks) and Clause 19.4 (Consequences of Force Majeure) of this 
",ArialMT,9,1,0,0,0,0,10,0,0,0.95
6643,70,44,179,562,9,"Subcontract; or 
",ArialMT,9,1,0,0,0,0,2,0,0,1
6644,325,44,143,545,9,"(iii) 
 acts or omissions of the Contractor or the Contractor’s Personnel that 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6645,307,44,179,533,9,"constitute a material breach of the Contractor’s obligations under this 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6646,58,44,179,522,9,"Subcontract. 
",ArialMT,9,1,0,0,0,0,1,0,0,0.99
6647,395,44,107,504,9,"(b) 
 The Subcontractor shall not be entitled to an extension to the Time for Completion, as 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6648,365,44,143,493,9,"applicable, unless the Subcontractor can demonstrate each of the following, to the 
",ArialMT,9,1,0,0,0,0,12,0,0,0.99
6649,262,44,143,481,9,"reasonable satisfaction of the Contractor’s Representative: 
",ArialMT,9,1,0,0,0,0,6,0,0,0.96
6650,348,44,143,464,9,"(i) 
 that the delay was on the critical path of the programme of the Works and in 
",ArialMT,9,1,2,0,1,0,17,0,0,1
6651,323,44,179,452,9,"this respect the Subcontractor shall include a critical path analysis in any 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6652,341,44,179,441,9,"submission for an extension to the Time for Completion, as applicable, to the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6653,301,44,179,429,9,"level of detail (if any) requested by the Contractor’s Representative; 
",ArialMT,9,1,0,0,0,0,10,0,0,0.99
6654,357,44,143,412,9,"(ii) 
 that the delay specifically will cause the Subcontractor to complete the Works 
",ArialMT,9,1,2,0,1,0,13,0,0,0.99
6655,134,44,179,400,9,"after the Time for Completion; 
",ArialMT,9,1,0,0,0,0,5,0,0,0.98
6656,345,44,143,383,9,"(iii) 
 that, during the delay, the Subcontractor was unable to proceed with other 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6657,338,44,179,371,9,"portions of the Works so as not to cause a delay to the Time for Completion; 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6658,19,44,179,360,9,"and 
",ArialMT,9,1,0,0,0,0,1,0,0,0.98
6659,346,44,143,342,9,"(iv) 
 that the Subcontractor has taken all reasonable steps to mitigate the delay 
",ArialMT,9,1,2,0,1,0,13,0,0,0.99
6660,240,44,179,331,9,"and associated costs and losses caused by the delay. 
",ArialMT,9,1,0,0,0,0,9,0,0,1
6661,373,44,107,313,9,"(c) 
 If the Subcontractor is unable to demonstrate the requirements in subparagraphs 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6662,377,44,143,302,9,"9.4(b)(i) through 9.4(b)(iv), the Subcontractor shall not be entitled to any extension to 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6663,218,44,143,290,9,"the Time for Completion in respect of such delay. 
",ArialMT,9,1,0,0,0,0,9,0,0,0.99
6664,387,44,107,273,9,"(d) 
 The Subcontractor shall not be entitled to an extension to the Time for Completion if 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6665,261,44,143,261,9,"the applicable event within 9.4(a)(i) to 9.4(a)(iii) (inclusive): 
",ArialMT,9,1,0,0,0,0,8,0,0,1
6666,322,44,143,244,9,"(i) 
 was caused or contributed to by the Subcontractor, any Subcontractor 
",ArialMT,9,1,2,0,1,0,11,0,0,1
6667,338,44,179,232,9,"Personnel, any Sub-Subcontractor (or any Affiliate of the Subcontractor who 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6668,334,44,179,221,9,"is an Other Subcontractor under a separate contract with the Contractor (or 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6669,232,44,180,209,9,"an Affiliate of the Contractor) on or near the Site); or 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6670,351,44,144,192,9,"(ii) 
 relates to a delay to any other works that the Subcontractor may be carrying 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6671,319,44,180,180,9,"out for the Contractor (or an Affiliate of the Contractor) pursuant to other 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6672,327,44,180,169,9,"contracts or is under any other contract for which the Subcontractor is not 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6673,312,44,180,157,9,"entitled to an extension of time under the terms of such other contract. 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6674,371,44,108,140,9,"(e) 
 If the Subcontractor considers itself to be entitled to an extension to the Time for 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6675,371,44,144,128,9,"Completion the Subcontractor shall provide notice to Contractor’s Representative in 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6676,363,44,144,117,9,"accordance with the notice procedures and requirements specified in Clause 20.1 
",ArialMT,9,1,0,0,0,0,11,0,0,0.99
6677,380,44,144,105,9,"(Subcontractor’s Claims). If the Subcontractor fails to comply with the requirements of 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6678,371,44,144,94,9,"Clause 20.1 (Subcontractor’s Claims), the Subcontractor shall not be entitled to any 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6679,168,44,144,82,9,"extension to the Time for Completion. 
",ArialMT,9,1,0,0,0,0,6,0,0,0.99
6680,381,45,108,782,9,"(f) 
 After receiving notice in accordance with Clause 20.1 (Subcontractor’s Claims), the 
",ArialMT,9,1,2,0,1,0,12,0,0,0.99
6681,369,45,144,770,9,"Contractor or Contractor’s Representative shall proceed in accordance with Clause 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6682,260,45,144,759,9,"3.9 (Determinations) to agree or determine these matters.  
",ArialMT,9,1,2,0,1,0,8,0,0,1
6683,379,45,108,741,9,"(g) 
 Despite any other provisions of the Subcontract, whether or not the Subcontractor 
",ArialMT,9,1,2,0,1,0,13,0,0,0.99
6684,378,45,144,730,9,"has made, or is entitled to make, a claim for an extension to the Time for Completion, 
",ArialMT,9,1,0,0,0,0,17,0,0,1
6685,377,45,144,718,9,"the Contractor (but not the Contractor’s Representative) may, in its sole and absolute 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6686,336,45,144,707,9,"discretion, at any time make a fair and reasonable extension to the Time for 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6687,381,45,144,695,9,"Completion. The Contractor is not required to exercise this discretion for the benefit of 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6688,83,45,144,684,9,"the Subcontractor. 
",ArialMT,9,1,0,0,0,0,2,0,0,0.96
6689,389,45,108,666,9,"(h) 
 Notwithstanding any other provisions of the Subcontract, if two or more delay events 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6690,372,45,144,655,9,"occur, one of which is an event described within 9.4(a)(i) to 9.4(a)(iii) (inclusive) and 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6691,345,45,144,643,9,"the other(s) constitute event that are not described within 9.4(a)(i) to 9.4(a)(iii) 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6692,369,45,144,632,9,"(inclusive), the effects of which are felt at the same time, then during such period of 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6693,367,45,144,620,9,"concurrency, the Subcontractor shall not be entitled to an extension to the Time for 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6694,357,45,144,609,9,"Completion nor any adjustment to the Subcontract Price or any additional Costs. 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6696,80,45,108,574,9,"(a) 
 If, at any time: 
",ArialMT,9,1,2,0,1,0,5,0,0,0.94
6697,317,45,144,556,9,"(i) 
 actual progress is too slow to complete the Works within the Time for 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6698,67,45,180,545,9,"Completion; or 
",ArialMT,9,1,0,0,0,0,2,0,0,0.93
6699,350,45,144,527,9,"(ii) 
 progress has fallen (or will fall) behind the current programme under Clause 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6700,81,45,180,516,9,"9.3 (Programme), 
",ArialMT,9,1,2,0,1,0,2,0,0,0.86
6701,380,45,144,498,9,"other than as a result of a cause listed within 9.4(a)(i) to 9.4(a)(iii) (inclusive), then the 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6702,373,45,143,487,9,"Contractor’s Representative may instruct the Subcontractor to submit, under Clause 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6703,376,45,144,475,9,"9.3 (Programme), a revised programme and supporting report describing the revised 
",ArialMT,9,1,2,0,1,0,11,0,0,1
6704,336,45,144,464,9,"methods which the Subcontractor proposes to adopt in order to comply with 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6705,292,45,144,452,9,"obligations to complete the Works within the Time for Completion. 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6706,379,45,107,435,9,"(b) 
 Unless the Contractor’s Representative notifies otherwise, the Subcontractor shall 
",ArialMT,9,1,2,0,1,0,10,0,0,1
6707,355,45,144,423,9,"adopt these revised methods, which may require increases in the working hours 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6708,363,45,144,412,9,"and/or in the numbers of Subcontractor’s Personnel and/or Goods, at the risk and 
",ArialMT,9,1,0,0,0,0,13,0,0,0.99
6709,118,45,144,400,9,"cost of the Subcontractor.  
",ArialMT,9,1,0,0,0,0,4,0,0,0.96
6710,390,45,108,383,9,"(c) 
 If the Subcontractor fails to adopt the revised methods or fails to rectify progress, the 
",ArialMT,9,1,2,0,1,0,16,0,0,1
6711,357,45,144,371,9,"Contractor may take such action it considers appropriate to rectify that breach or 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6712,155,45,144,360,9,"mitigate the effects of that breach.  
",ArialMT,9,1,0,0,0,0,6,0,0,0.98
6713,390,45,108,342,9,"(d) 
 If such breach or the revised methods cause the Contractor and / or the Employer to 
",ArialMT,9,1,2,0,1,0,17,0,0,1
6714,374,45,144,331,9,"incur additional costs, the Subcontractor shall pay (directly, by offset, or by collection 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6715,367,45,144,319,9,"on the Performance Security, at the Contractor’s sole discretion) these costs to the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6716,377,45,144,308,9,"Contractor, in addition to delay damages (if any) under Clause 9.6 (Delay Damages). 
",ArialMT,9,1,0,0,0,0,13,0,0,0.98
6717,210,45,107,290,9,"(e) 
 The Contractor may, at any time, in writing:  
",ArialMT,9,1,2,0,1,0,9,0,0,1
6718,215,45,144,273,9,"(i) 
 request a proposal from the Subcontractor; or 
",ArialMT,9,1,2,0,1,0,8,0,0,1
6719,131,45,144,255,9,"(ii) 
 instruct the Subcontractor, 
",ArialMT,9,1,2,0,1,0,4,0,0,0.98
6720,346,45,144,238,9,"to accelerate or decelerate the Works for any reason (including, in the case of 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6721,320,45,144,226,9,"acceleration, as an alternative to granting an extension of the Time for).  
",ArialMT,9,1,0,0,0,0,12,0,0,0.99
6722,387,45,108,209,9,"(f) 
 Instructions to accelerate or decelerate the Works under Clause 9.5(e) shall be dealt 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6723,340,45,144,197,9,"with under the Variation Procedure under Clause 13.2 (Variation Procedure). 
",ArialMT,9,1,0,0,0,0,10,0,0,0.99
6725,360,45,108,162,9,"(a) 
 If the Subcontractor fails to comply with Clause 9.2 (Time for Completion), the 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6726,371,45,144,151,9,"Subcontractor shall pay delay damages to the Contractor in the amounts calculated 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6727,366,45,144,139,9,"pursuant to the Subcontract Particulars and such delay damages become due and 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6728,347,45,144,128,9,"payable as they accrue, however, the total amount of delay damages shall not 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6729,381,45,144,116,9,"exceed the maximum amount of delay damages stated in the Subcontract Particulars. 
",ArialMT,9,1,0,0,0,0,12,0,0,0.99
6730,392,45,108,99,9,"(b) 
 Such delay damages shall be the only damages due from the Subcontractor for such 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6731,356,45,144,87,9,"default, other than in the event of termination under Clause 15.2 (Termination by 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6732,362,45,144,76,9,"Contractor) prior to completion of the Works. These damages shall not relieve the 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6733,380,46,144,782,9,"Subcontractor from its obligation to complete the Works, or from any other obligations 
",ArialMT,9,1,0,0,0,0,13,0,0,0.99
6734,103,46,144,770,9,"under the Subcontract. 
",ArialMT,9,1,0,0,0,0,3,0,0,0.97
6735,392,46,107,753,9,"(c) 
 The Contractor may recover payment of such delay damages from the Subcontractor 
",ArialMT,9,1,2,0,1,0,13,0,0,0.98
6736,240,46,144,741,9,"directly or by offset at the Contractor's sole discretion. 
",ArialMT,9,1,0,0,0,0,9,0,0,1
6738,362,46,108,706,9,"(a) 
 The Contractor’s Representative may at any time instruct the Subcontractor to 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6739,328,46,144,695,9,"suspend progress of part or all of the Works. During such suspension, the 
",ArialMT,9,1,0,0,0,0,13,0,0,0.99
6740,358,46,144,683,9,"Subcontractor shall protect, store and secure such part or the Works against any 
",ArialMT,9,1,0,0,0,0,13,0,0,1
6741,371,46,144,672,9,"deterioration, loss or damage and comply with instructions regarding demobilization 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6742,90,46,144,660,9,"and re-mobilization. 
",ArialMT,9,1,0,0,0,0,2,0,0,0.99
6743,343,46,108,643,9,"(b) 
 The Contractor’s Representative may, at its sole discretion, also notify the 
",ArialMT,9,1,2,0,1,0,12,0,0,1
6744,373,46,144,631,9,"Subcontractor of the cause for the suspension.  If and to the extent that the cause is 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6745,350,46,144,620,9,"notified and is the responsibility of the Subcontractor, the following Clauses 9.8 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6746,360,46,144,608,9,"(Consequences of Suspension), 9.9 (Payment for Plant and Materials in Event of 
",ArialMT,9,1,2,0,1,0,12,0,0,0.96
6747,278,46,144,597,9,"Suspension) and 9.10 (Prolonged Suspension) shall not apply. 
",ArialMT,9,1,0,0,0,0,8,0,0,0.9
6749,393,46,108,562,9,"(a) 
 Only if the Subcontractor suffers critical delay and/or incurs Cost from complying with 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6750,381,46,144,550,9,"the Contractor’s Representative’s instructions under Clause 9.7 (Suspension of Work) 
",ArialMT,9,1,0,0,0,0,10,0,0,0.97
6751,376,46,144,539,9,"and/or from resuming the work Clause 9.11 (Resumption of Work), shall it be entitled 
",ArialMT,9,1,0,0,0,0,14,0,0,0.99
6752,256,46,144,527,9,"to claim, subject to Clause 20.1 (Subcontractor’s Claims): 
",ArialMT,9,1,0,0,0,0,8,0,0,0.98
6753,354,46,144,510,9,"(i) 
 an extension of the Time for Completion to the extent permitted under Clause 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6754,195,46,180,498,9,"9.4 (Extension of Time for Completion); and 
",ArialMT,9,1,2,0,1,0,7,0,0,1
6755,318,46,144,481,9,"(ii) 
 payment of any such Cost to the extent permitted under Clause 14.2 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6756,309,46,179,469,9,"(Adjustments to the Subcontract Price), which shall be instructed as a 
",ArialMT,9,1,2,0,1,0,11,0,0,1
6757,44,46,179,458,9,"Variation. 
",ArialMT,9,1,0,0,0,0,1,0,0,0.93
6758,384,46,107,440,9,"(b) 
 After receiving notice under Clause 20.1 (Subcontractor’s Claims), the Contractor’s 
",ArialMT,9,1,2,0,1,0,11,0,0,1
6759,356,46,143,429,9,"Representative shall proceed in accordance with Clause 3.9 (Determinations) to 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6760,153,46,143,417,9,"agree or determine these matters. 
",ArialMT,9,1,0,0,0,0,5,0,0,1
6761,381,46,107,400,9,"(c) 
 The Subcontractor shall not be entitled to an extension of the Time for Completion, 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6762,349,46,144,388,9,"any modification to the programme under Clause 9.3 (Programme), and/or any 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6763,348,46,143,377,9,"adjustment to the Subcontract Price and/or any additional Costs resulting from 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6764,343,46,143,365,9,"Subcontractor’s making good the consequences of the Subcontractor’s faulty 
",ArialMT,9,1,0,0,0,0,9,0,0,1
6765,370,46,143,354,9,"performance, workmanship or materials, or of the Subcontractor’s failure to protect, 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6766,307,46,143,342,9,"store or secure in accordance with Clause 9.7 (Suspension of Work). 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6768,409,46,107,307,9,"The Subcontractor shall be entitled to payment of the value (as at the date of suspension) of 
",ArialMT,9,1,0,0,0,0,17,0,0,1
6769,285,46,107,296,9,"Plant and/or Materials which have not been delivered to Site, if:  
",ArialMT,9,1,0,0,0,0,11,0,0,1
6770,390,46,107,278,9,"(a) 
 the work on Plant or delivery of Plant and/or Materials has been suspended for more 
",ArialMT,9,1,2,0,1,0,16,0,0,0.98
6771,322,46,143,267,9,"than sixty-five (65) days (applies only to the deliveries from abroad); and 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6772,370,46,107,249,9,"(b) 
 the Subcontractor has marked the Plant and/or Materials as the Contractor’s (or 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6773,330,46,143,238,9,"Employer's) property in accordance with the Contractor’s Representative’s 
",ArialMT,9,1,0,0,0,0,8,0,0,0.99
6774,56,46,143,226,9,"instructions. 
",ArialMT,9,1,0,0,0,0,1,0,0,0.92
6776,376,46,107,191,10,"(a) 
 If the suspension under Clause 9.7 (Suspension of Work) has continued for more 
",ArialMT,9,1,2,0,1,0,14,0,0,0.93
6777,370,46,144,180,9,"than the number of days specified in the Subcontract Particulars, the Subcontractor 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6778,315,46,143,168,9,"may request the Contractor’s Representative’s permission to proceed.  
",ArialMT,9,1,0,0,0,0,8,0,0,1
6779,394,46,107,151,9,"(b) 
 If the Contractor’s Representative does not give permission within sixty-five (65) days 
",ArialMT,9,1,2,0,1,0,13,0,0,1
6780,343,46,144,139,9,"after being requested to do so, the Subcontractor may, by giving notice to the 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6781,368,46,144,128,9,"Contractor’s Representative, treat the suspension as an omission under Clause 13 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6782,279,46,144,116,9,"(Variations and Adjustments) of the affected part of the Works.  
",ArialMT,9,1,2,0,1,0,10,0,0,0.99
6783,385,46,107,99,9,"(c) 
 If the suspension affects the whole of the Works, the Subcontractor may give notice 
",ArialMT,9,1,2,0,1,0,15,0,0,1
6784,290,46,144,87,9,"of termination under Clause 16.2 (Termination by Subcontractor). 
",ArialMT,9,1,0,0,0,0,8,0,0,0.91
6786,415,47,108,764,9,"After the permission or instruction to proceed is given, the Subcontractor and the Contractor’s 
",ArialMT,9,1,0,0,0,0,14,0,0,1
6787,402,47,108,753,9,"Representative shall jointly examine the Works and the Plant and Materials affected by the 
",ArialMT,9,1,0,0,0,0,14,0,0,0.99
6788,406,47,108,741,9,"suspension. The Subcontractor shall make good any deterioration or defect in or loss of the 
",ArialMT,9,1,0,0,0,0,15,0,0,1
6789,318,47,107,730,9,"Works or Plant or Materials, which has occurred during the suspension. 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6794,378,47,108,677,9,"(a) 
 The Subcontractor shall carry out the Tests on Completion in accordance with this 
",ArialMT,9,1,2,0,1,0,14,0,0,1
6795,344,47,144,665,9,"Clause 10 (Tests on Completion) and Clause 8.4 (Testing), after providing the 
",ArialMT,9,1,0,0,0,0,12,0,0,1
6796,196,47,144,654,9,"documents required under this Subcontract. 
",ArialMT,9,1,0,0,0,0,5,0,0,0.98
6797,390,47,108,636,9,"(b) 
 The Subcontractor shall give to the Contractor’s Representative not less than twenty-
",ArialMT,9,1,2,0,1,0,13,0,0,1
6798,372,47,144,625,9,"four (24) days’ notice of the date after which the Subcontractor will be ready to carry 
",ArialMT,9,1,0,0,0,0,16,0,0,1
6799,376,47,144,613,9,"out each of the Tests on Completion.  Unless otherwise agreed, Tests on Completion 
",ArialMT,9,1,0,0,0,0,13,0,0,0.97
6800,379,47,144,602,9,"shall be carried out within twenty (20) days after this date, on such day or days as the 
",ArialMT,9,1,0,0,0,0,18,0,0,1
6801,341,47,144,590,9,"Contractor’s Representative shall instruct.  The Tests for Completion shall be 
",ArialMT,9,1,0,0,0,0,10,0,0,1
6802,373,47,144,579,9,"performed in accordance with the sequence and conditions specified in Contractor’s 
",ArialMT,9,1,0,0,0,0,11,0,0,1
6803,67,47,144,567,9,"Requirements. 
",ArialMT,9,1,0,0,0,0,1,0,0,0.96
6804,394,47,108,550,9,"(c) 
 In considering the results of the Tests on Completion, the Contractor’s Representative 
",ArialMT,9,1,2,0,1,0,13,0,0,0.99
6805,378,47,144,538,9,"shall make allowances for the effect of any use of the Works by the Contractor on the 
",ArialMT,9,1,0,0,0,0,17,0,0,1
